,Reviews,Summary
422,"[[-0.22329676 -0.0242271   0.12376317 ... -0.06012109  0.30245134
   0.14239961]
 [-0.08102912  0.11330223  0.13510415 ... -0.04210788  0.24215002
   0.08305802]
 [-0.03549003  0.05180077  0.15337619 ... -0.2670698   0.3156215
   0.11302232]
 [-0.02581815 -0.0264293   0.00350602 ... -0.11761823  0.32676175
   0.14181629]
 [ 0.00333011 -0.11543252  0.11969368 ... -0.00908172  0.40976968
   0.12615232]]","Шампунь хорошо очищает и устраняет перхоть, но может пересушить волосы."
423,"[[-0.03904215  0.14548786 -0.02515743 ...  0.13408196  0.2127804
   0.131195  ]
 [ 0.12725607  0.18341091 -0.06401938 ... -0.10784137  0.28741863
   0.08622488]
 [-0.05588577 -0.06248527  0.0269106  ... -0.03252052  0.3657787
   0.08681056]
 [ 0.23789501  0.03766931  0.1422544  ... -0.03852502  0.10229959
   0.13723509]
 [ 0.07646895 -0.03491262  0.12923014 ...  0.02508051  0.10742369
   0.09411964]]","Робот-пылесос эффективно убирает, но часто застревает и неудобен для больших помещений."
424,"[[ 0.17049533  0.13832477  0.12025411 ...  0.06278615  0.28203678
   0.12808084]
 [-0.1866712   0.08792893 -0.15116636 ... -0.39886072  0.26982433
   0.272127  ]
 [-0.06427974  0.1184476  -0.10366229 ... -0.02018819  0.3784335
   0.08594236]
 [-0.12661162  0.12356275  0.10364562 ... -0.21397531  0.23622538
  -0.0629167 ]
 [-0.14815646  0.17803448 -0.19862574 ... -0.245852    0.2524937
   0.23393758]]","Картриджи с хорошим качеством печати, но дорогие и быстро расходуются."
425,"[[-0.11306924  0.12448189  0.0592454  ...  0.08519559  0.09214495
   0.47258145]
 [ 0.2204784   0.3603716  -0.04171087 ... -0.18087156  0.10488872
   0.20802101]
 [ 0.04101143  0.03601372 -0.27434048 ... -0.53516895  0.02835514
   0.02293215]
 [-0.16792364  0.09245205 -0.1858984  ...  0.08923761  0.33450192
   0.10219067]
 [ 0.02785073 -0.30277687  0.36426273 ... -0.09543654  0.1393566
   0.13491248]]","Флешка с хорошей скоростью записи, но ограничена в объеме и перегревается."
426,"[[-0.08304475  0.22776413 -0.27564228 ... -0.02980518  0.5973889
   0.2810844 ]
 [-0.00118774  0.18282166 -0.11211223 ...  0.03924446  0.36075255
   0.1490775 ]
 [ 0.20628424  0.06408608  0.01236701 ...  0.11186557  0.15191182
   0.20152915]
 [ 0.11784141  0.06744626 -0.05744499 ... -0.26557595  0.34557956
   0.1039648 ]
 [-0.09599093  0.17352407 -0.09721655 ... -0.09542535  0.4480553
   0.22605021]]","Принтер с быстрой печатью, но расходует много чернил и шумит."
427,"[[ 0.5154306   0.15649816 -0.11368094 ...  0.08575007 -0.17876504
   0.31274736]
 [ 0.19233373  0.25374663  0.09385968 ...  0.01137429  0.16586755
   0.1274145 ]
 [ 0.04271419 -0.00233548 -0.03137276 ... -0.12783699  0.58926755
   0.3606375 ]
 [ 0.21323714  0.15174942 -0.07363737 ... -0.03548354 -0.16396469
   0.18623136]
 [ 0.16016108  0.0792907  -0.05831422 ... -0.3244934   0.23203583
   0.05025774]]","Кресло удобное и долговечное, но слишком громоздкое и не поддерживает спину."
428,"[[ 0.02837565  0.20293449 -0.1476416  ...  0.1528945   0.15378158
   0.11047135]
 [ 0.13718496  0.22710983 -0.02950582 ... -0.10968297  0.275275
   0.00285307]
 [-0.01264928  0.30054244  0.24924964 ... -0.02595565 -0.05248657
   0.27487212]
 [ 0.07490563  0.2624864  -0.13684006 ...  0.0760771   0.2870968
   0.09826915]
 [ 0.01020724 -0.05683515 -0.04313187 ... -0.24126576  0.31306413
   0.0334425 ]]","Чайник с хорошей теплоизоляцией, но долго нагревается и шумный."
429,"[[-0.15947944  0.59187067 -0.09594712 ... -0.12623422  0.0307104
   0.00847252]
 [ 0.02569032 -0.06078662  0.00532515 ... -0.0409163   0.35869384
   0.11652092]
 [-0.27034575 -0.09582359  0.05180288 ...  0.1513867   0.48581305
   0.15842809]
 [ 0.07081965  0.09540249 -0.0744278  ... -0.15824369  0.29357713
   0.1024183 ]
 [-0.08576219  0.10681327  0.17556722 ... -0.20164448 -0.09346696
   0.1657132 ]]","Смартфон с хорошей камерой и быстрым процессором, но с проблемами с батареей и перегревом."
430,"[[ 0.07508412  0.09485529 -0.11234404 ... -0.1999566   0.15037666
   0.22211243]
 [ 0.29011804  0.04718149 -0.23290597 ... -0.05467922  0.1735506
   0.08957487]
 [ 0.09008816  0.01288546 -0.14907926 ... -0.03043558  0.3153519
   0.06452711]
 [ 0.14701957  0.02413438  0.00082067 ...  0.11325319  0.29533526
   0.0194312 ]
 [ 0.18435656 -0.03885928  0.0191112  ... -0.15216404  0.04777566
   0.02914434]]","Велотренажер с хорошей нагрузкой, но громоздкий и неудобный для перемещения."
431,"[[-0.09647963  0.10948996  0.09078856 ... -0.21900219  0.16270292
   0.34626183]
 [-0.05597527  0.1556651   0.0672925  ... -0.13241738  0.18764941
   0.40594637]
 [ 0.1607099   0.27147052  0.1215263  ... -0.25319642  0.08662301
  -0.06527048]
 [-0.07631288  0.03456356  0.01519017 ... -0.06185715  0.3388608
   0.05845555]
 [-0.05941602  0.26109064 -0.06718228 ... -0.07080217  0.30347216
   0.27912298]]","Очки с хорошей защитой от солнца, но неудобные и легко царапаются."
432,"[[-0.2763441   0.5990524   0.16247076 ... -0.0719085   0.29667482
   0.09945282]
 [ 0.01108137  0.02551624  0.13139758 ...  0.04443398  0.48645437
  -0.08473157]
 [ 0.11446553  0.07269267  0.08619283 ... -0.04975812  0.07294291
   0.10617299]
 [-0.00690606 -0.06934752  0.05225255 ... -0.04435702 -0.03721227
   0.05794826]
 [-0.27543816 -0.07853182  0.01067689 ...  0.29087618  0.3320318
   0.04542652]]","Планшет с хорошей батареей и экраном, но слишком медленный и громоздкий."
433,"[[-0.16138652  0.0182187   0.16412969 ...  0.20395193  0.19726421
   0.08533609]
 [-0.01809721  0.37269735  0.21816091 ... -0.08152436  0.15383954
   0.0515155 ]
 [-0.34227404  0.1191752   0.02420834 ...  0.19109659  0.24157636
  -0.0637426 ]
 [ 0.18925993  0.05887012 -0.14031051 ... -0.21756953  0.39867944
   0.05635726]
 [-0.09351031 -0.01559317  0.02991411 ...  0.20950961  0.11088643
   0.08241893]]","Смарт-часы с хорошим дизайном, но плохая автономность и маленький экран."
434,"[[ 0.07299075  0.2342313  -0.10720341 ... -0.04565407  0.24808481
   0.17531198]
 [ 0.13653     0.00443188  0.03547774 ...  0.00380725  0.30970505
   0.0560471 ]
 [ 0.24621098  0.16537325  0.14003454 ... -0.10117908 -0.07027663
   0.06501687]
 [ 0.14303379  0.06617031  0.05199242 ...  0.04625123  0.3082051
  -0.05761965]
 [-0.0665554  -0.03774566 -0.04351197 ... -0.05474521  0.56555504
   0.20349799]]","Блендер с мощным мотором и насадками, но громоздкий и трудно чистится."
435,"[[-0.25612223 -0.13503851 -0.23518416 ...  0.11092445  0.2781387
  -0.03453489]
 [ 0.060622    0.0123121  -0.08734777 ...  0.36098507  0.30762336
   0.02022215]
 [ 0.02282869  0.19155921  0.13916722 ...  0.02383401  0.33109397
   0.11063161]
 [-0.05477184  0.0115066   0.11915103 ...  0.08245601  0.42905074
   0.07999801]
 [ 0.31573606  0.06263457  0.10447689 ... -0.13300635  0.4197819
   0.06623662]]","Кофемашина с отличным вкусом кофе, но дорогая и требующая частого обслуживания."
436,"[[-0.10252483  0.29686368  0.08296362 ... -0.1047999   0.0183959
   0.08818899]
 [-0.02346635  0.00435199 -0.00222367 ...  0.12701446  0.02834581
  -0.0638242 ]
 [-0.0831945   0.02600986 -0.13248609 ...  0.08549059  0.58438
   0.00070937]
 [-0.05744635  0.32959843 -0.08307612 ... -0.05225881  0.26553953
   0.10668022]
 [-0.02599004 -0.14555836 -0.04587765 ... -0.22733979  0.364861
  -0.02819961]]","Смартфон с хорошим процессором, но не хватает памяти и камера слабая."
437,"[[ 0.11864424  0.01458015  0.14204267 ...  0.05276175  0.17286634
   0.06117247]
 [-0.1381048   0.19037223 -0.21026146 ... -0.08317283  0.30944592
   0.19516921]
 [ 0.36450174  0.22031085  0.08900508 ...  0.08990148  0.12545387
   0.12694639]
 [-0.094172    0.26785472  0.08948576 ... -0.25106928  0.4023337
   0.38689893]
 [-0.02239176 -0.04363879 -0.05273359 ...  0.19595242  0.2737133
  -0.00324176]]","Плита с хорошей варочной поверхностью и мощностью, но неудобная в использовании и трудно чистится."
438,"[[-0.1181164   0.21410927  0.00307531 ... -0.11889541  0.32179695
   0.16272092]
 [ 0.28969845 -0.0525778   0.17669705 ... -0.14590785  0.11975844
  -0.00819686]
 [-0.14286326  0.06383429  0.00275267 ... -0.00863947  0.54636365
   0.04078365]
 [ 0.27527258  0.23868953 -0.065003   ... -0.00423959  0.11918849
   0.18542494]
 [-0.06196195  0.05452969  0.28683153 ...  0.00179482  0.35004714
   0.04336871]]","Миксер с хорошей мощностью и насадками, но перегревается и не подходит для профессионального использования."
439,"[[ 0.24514568  0.12703004 -0.08789237 ... -0.12751253  0.19478601
   0.14031315]
 [ 0.22142217  0.05716857 -0.02817555 ...  0.05531408  0.40893203
   0.21979307]
 [ 0.05871134 -0.19554853 -0.01450587 ...  0.27818877  0.45977697
   0.222288  ]
 [ 0.08401588 -0.12564097  0.01960941 ... -0.19984148  0.09011823
   0.19213527]
 [ 0.06193874  0.1962604  -0.07555518 ... -0.34242627  0.19109258
   0.00719668]]","Наушники с отличным звуком и шумоизоляцией, но тяжёлые и дорогие."
440,"[[ 0.1598419  -0.00562498 -0.07152677 ...  0.43291664  0.28912833
   0.0994276 ]
 [ 0.01434603  0.03701091  0.17915611 ...  0.09897628  0.5563397
   0.16067673]
 [ 0.22131276  0.0316377  -0.06359739 ... -0.15828454  0.16527157
   0.17207168]
 [-0.16110748  0.23090696 -0.13122877 ...  0.17029765  0.2101639
   0.17490107]
 [ 0.20369388  0.15012068 -0.02777083 ... -0.14867222  0.2475963
   0.0469467 ]]","Чайник с быстрым кипячением и стильным дизайном, но шумный и громоздкий."
441,"[[ 0.19248359 -0.02721844 -0.02693548 ...  0.0217062   0.11884626
   0.34021464]
 [ 0.00090176  0.3357952  -0.08432427 ... -0.23988397 -0.00350437
   0.0741271 ]
 [-0.01319856 -0.05896877  0.01474046 ...  0.07456883  0.38134244
  -0.04272137]
 [ 0.2194799  -0.20942602 -0.07707458 ...  0.14498101  0.48940322
   0.19899653]
 [ 0.27651554  0.02867637 -0.02778012 ...  0.20270777  0.2842546
  -0.01869149]]","Холодильник с хорошей вместимостью и энергоэффективностью, но шумный и не всегда стабильно работает."
442,"[[ 0.08318846  0.32903522 -0.07120793 ... -0.01098812 -0.04353337
   0.2059905 ]
 [-0.3221896  -0.14338323  0.10030445 ...  0.1318666   0.37560204
  -0.02590731]
 [-0.25533336  0.20212297  0.07110236 ...  0.20459795  0.42587435
  -0.19712496]
 [-0.11979691  0.42260098  0.2772788  ... -0.08679122 -0.14841776
   0.21265233]
 [ 0.21394162  0.09707535 -0.3023502  ... -0.36620066  0.17926575
   0.03800859]]","Микроволновка с быстрым нагревом и хорошим дизайном, но громоздкая и шумная."
443,"[[-0.02323438  0.49765816 -0.346108   ... -0.29511306  0.33272296
   0.13076757]
 [ 0.00561803  0.2007103   0.07560323 ...  0.07126816  0.22628607
  -0.04293554]
 [ 0.1274796   0.15528181 -0.13238582 ... -0.07448284  0.2103363
   0.0616849 ]
 [ 0.17450841  0.13416462 -0.08730703 ... -0.07067678  0.13896318
   0.11220029]
 [-0.01718     0.12167905 -0.11796756 ... -0.55388075  0.1278932
   0.08351858]]","Шлем с хорошей защитой и дизайном, но неудобный для длительных поездок и дорогостоящий."
444,"[[-0.00938432  0.20382993 -0.13078113 ... -0.18266638  0.27132544
   0.15026063]
 [ 0.06850462  0.05702738 -0.01705346 ... -0.11980362  0.3352433
   0.14199653]
 [ 0.19863816  0.20569436 -0.06758475 ... -0.0076236   0.0841379
   0.1902893 ]
 [-0.04883727  0.04767507 -0.01787872 ...  0.05831218  0.30142203
   0.10544544]
 [ 0.09509304  0.05612489  0.05490692 ... -0.02979615  0.41215435
   0.09532655]]","Сушилка для белья с хорошей мощностью и эффективностью, но громоздкая и шумная."
445,"[[ 0.11847046  0.24624284  0.06191354 ... -0.19940244 -0.07167879
   0.14943627]
 [-0.06308837  0.20813163  0.10135403 ... -0.0127135   0.26423624
   0.13105221]
 [-0.01774201  0.00088181 -0.04385841 ...  0.11648007  0.37897426
   0.02185731]
 [ 0.2883624  -0.02103651  0.07144891 ... -0.13050495  0.09005027
   0.01791079]
 [ 0.2046239  -0.05358806  0.0733938  ...  0.20518236  0.46530247
   0.10327231]]","Пылесос с хорошей мощностью и насадками, но тяжёлый и шумный."
446,"[[ 0.06753799  0.26054674 -0.03773072 ... -0.08851577  0.15621501
   0.1967138 ]
 [-0.00778535 -0.0186132   0.12232295 ... -0.12230364  0.27250674
   0.08450193]
 [-0.10723116 -0.04108911 -0.2032059  ... -0.08314798  0.4213116
   0.05438258]
 [-0.01808506  0.29222292  0.04000951 ... -0.06343631  0.2765449
   0.21594582]
 [ 0.1518105  -0.03735119 -0.01868483 ...  0.06210184  0.32725102
  -0.12040419]]","Фен с хорошей мощностью и режимами, но громоздкий и пересушивает волосы."
447,"[[-0.18924946  0.04607135 -0.02526985 ... -0.21235105  0.24000745
   0.20576629]
 [-0.12911937  0.04470812  0.0985335  ... -0.14555366  0.4083306
   0.17932282]
 [ 0.07105379 -0.04195222 -0.00658013 ... -0.09080058  0.2984019
   0.147926  ]
 [ 0.17957959  0.20330901 -0.01306457 ... -0.0964326   0.4009136
   0.22665551]
 [-0.1400339   0.03784344  0.0120773  ... -0.4778016   0.184193
   0.10349099]]","Машинка для стрижки с хорошей мощностью, но требует частой чистки и не подходит для густых волос."
448,"[[ 0.09803028  0.13541019 -0.20085959 ... -0.28945127  0.23132376
   0.12356367]
 [ 0.14177048  0.01696039 -0.08775947 ...  0.02396592  0.31284088
   0.02566214]
 [-0.2763987   0.14333926  0.021025   ...  0.29974407  0.47003004
   0.04888706]
 [ 0.08286902  0.26253825 -0.05110537 ... -0.45749447  0.39429125
   0.0406639 ]
 [-0.12479131 -0.10492957 -0.03623834 ... -0.06766505  0.34270316
   0.0408467 ]]","Швейная машинка с хорошей мощностью и удобством, но громоздкая и требует настроек."
449,"[[-0.12749077  0.27304253 -0.05598143 ... -0.00551216  0.04817445
   0.10190555]
 [-0.1188663   0.11654919  0.00306392 ...  0.10869842  0.08323452
   0.05264134]
 [ 0.18583906  0.36435416  0.06081562 ... -0.03877338 -0.23858356
   0.34112653]
 [ 0.06330732  0.07164404 -0.01772724 ... -0.09380084  0.20885849
   0.13748816]
 [ 0.22154318 -0.08881581 -0.01977369 ...  0.4018174   0.15997945
   0.09252942]]","Смартфон с хорошей камерой и производительностью, но быстро разряжается и перегревается."
450,"[[-0.24724421  0.24351586 -0.10220505 ... -0.17488976  0.3661622
   0.20734015]
 [ 0.00159316  0.2597028  -0.1976989  ... -0.13107353  0.22616008
   0.13268712]
 [-0.42119747 -0.00354603  0.05726768 ... -0.3995638   0.448544
   0.19875707]
 [-0.14464578 -0.1234699   0.03475169 ...  0.03942632  0.49501976
   0.17493036]
 [-0.05674007 -0.06789479 -0.03741575 ... -0.07156566  0.26348647
   0.15636577]]","Электрическая зубная щётка с отличной очисткой, но громоздкая и требует частой подзарядки."
451,"[[-0.22736008 -0.02973119  0.10593013 ...  0.25530416  0.3219147
  -0.01611767]
 [-0.01220986 -0.1243218  -0.05920905 ...  0.06109497  0.40523455
   0.0747416 ]
 [-0.11085417  0.30342007  0.1833765  ...  0.12448007  0.13986334
   0.1209093 ]
 [-0.12086709  0.44368216 -0.11921661 ... -0.03118845  0.1419054
  -0.06299119]
 [-0.07453403  0.07325935 -0.03091178 ...  0.08549858  0.10636433
   0.13903248]]","Смарт-часы с хорошими функциями и дизайном, но быстро разряжаются и имеют небольшой экран."
